shot_id,probability,physical_error,final_correction,hard_prediction,failure,D_r,D_g,D_b,W,minimizing_color,phi,D_min,minus_W,delta_class,delta_corr,within_class_suboptimality,optimal_class_gap
100,2.3902905869999993e-05,1100100,0000001,0,0,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
101,7.392651299999999e-07,1100101,0000000,0,0,10.42829606950582,10.42829606950582,10.42829606950582,0.0,r,10.42829606950582,10.42829606950582,-0.0,10.42829606950582,10.42829606950582,0.0,10.42829606950582
102,7.392651299999999e-07,1100110,1000000,1,1,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
103,2.2863869999999994e-08,1100111,0000010,0,0,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
104,2.3902905869999993e-05,1101000,0000010,0,0,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
105,7.392651299999999e-07,1101001,1000000,1,1,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
106,7.392651299999999e-07,1101010,0000000,0,0,10.42829606950582,10.42829606950582,10.42829606950582,0.0,r,10.42829606950582,10.42829606950582,-0.0,10.42829606950582,10.42829606950582,0.0,10.42829606950582
107,2.2863869999999994e-08,1101011,0000001,0,0,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
108,7.392651299999999e-07,1101100,0100000,1,1,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
109,2.2863869999999994e-08,1101101,0001000,0,0,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
110,2.2863869999999994e-08,1101110,0000100,0,0,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
111,7.071299999999998e-10,1101111,0010000,1,1,6.9521973796705465,6.9521973796705465,6.9521973796705465,3.4760986898352733,r,3.4760986898352733,6.9521973796705465,-3.4760986898352733,3.4760986898352733,3.4760986898352733,0.0,3.4760986898352733
112,2.3902905869999993e-05,1110000,0000000,0,1,10.42829606950582,10.42829606950582,10.42829606950582,0.0,r,10.42829606950582,10.42829606950582,-0.0,10.42829606950582,10.42829606950582,0.0,10.42829606950582
